,,,,,,,,,,,,,,,,,LATITUD,LONGITUD,DISTRITO,TIPO,
10728747,Taller IMPRESIONES: Taller de procesos de memoria,541,1,0,,2018-06-21 00:00:00.0,2018-06-21 23:59:00.0,17:00,"Es    un espacio de encuentro para personas que habit    en Lavapi�s y que quieran poner     en com�n sus experiencias del barrio. El objetivo es entrelazar las memorias de     colectivos dispares que habitamos Lavapi�s a trav�s de talleres creativos y t�cnicas     audiovisuales.      �Qu� ponemos en juego con todo esto?      Im�ge    nes que se enfrentan a los estereotipos.       Formas de comunicaci�n de la memoria y maneras de evitar el aislamiento.      Aprendizajes sobre el valor de los relatos para nuestras comunidades.       Experiencias del barrio para el barrio m�s all� de marcas comerciales.      Herramientas para imaginarnos y contar nuestra propia historia.       Y al final, �qu� haremos con todas estas memorias?      Un FOTOLIBRO de edici�n colectiva.      Una EXPOSICI�N de comisariado participativo.      Un BLOG    con grabaciones de los talleres, fotograf�as y ot    ros materiales",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5947fd78d8ee3610VgnVCM1000001d4a900aRCRD,Actividades del Centro Sociocultural Lavapi�s,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4c203a7330523610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5f891e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural Lavapi�s (Centro),440474,4473465,40.3829835905706,-3.78008905641066,LATINA,/contenido/actividades/Musica,
10729454,Taller Yoga Iyengar,542,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,10:00,"Duraci�n: 1 hora y 30 minutos.  La caracter�stica esencial del Yoga Iyengar es la intensidad con la que la atenci�n ha de mantenerse presente al abordar la pr�ctica de posturas , disciplina de la respiraci�n y actitud de cintroversi�n de los �rganos sensoriales.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=72ba9401f33f3610VgnVCM1000001d4a900aRCRD,Actividades en el Centro Cultural Clara del Rey,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c5de074d82162610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1e163d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural Clara del Rey (Centro),440202,4475331,40.3668227041488,-3.75545110370932,CARABANCHEL,,
10730398,Talleres infantiles,543,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,00:00,Horario. a las 13 y a las 19 horas.  Lugar: plaza del cine.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a8e6ddf3e78f3610VgnVCM1000001d4a900aRCRD,Fiestas Madrid Sur,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9f5eddf3e78f3610VgnVCM1000001d4a900aRCRD,,,,,40.379536824272,-3.61690158560319,VILLA DE VALLECAS,/contenido/actividades/DanzaBaile,/usuario/Ni�os
10721551,Tango. Arrabal,544,1,0,,2018-06-22 00:00:00.0,2018-06-22 23:59:00.0,19:00,"Concierto de Tango, por el grupo  Arrabal , con el maestro pianista Ra�l Quioccho.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3a104b55d65b3610VgnVCM2000001f4a900aRCRD,Programa de actividades en el Centro Cultural El Greco (Latina),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6e1264b68b893510VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cae2b3e42751c010VgnVCM2000000c205a0aRCRD,Centro Sociocultural El Greco (Latina),436578,4473235,40.3970746251159,-3.76648854748416,LATINA,/contenido/actividades/CursosTalleres,
10721490,Tango. Romina Bianco,545,1,0,,2018-06-22 00:00:00.0,2018-06-22 23:59:00.0,19:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=285a4b55d65b3610VgnVCM2000001f4a900aRCRD,Programa de actividades en el Centro Socio Cultural Almirante Churruca (Latina),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f22064b68b893510VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=76c43d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Almirante Churruca (Latina),433786,4470559,,,,/contenido/actividades/CuentacuentosTiteresMarionetas,
10487903,Teatrando �Se abre el tel�n!,546,1,1,"L,M,X,J,V,S,D",2018-06-07 00:00:00.0,2018-06-28 23:59:00.0,18:30,"?Ap�ntate a las clases de teatro en 'La Torre'.  Acabar�s siendo un actor de pel�cula, �no querr�s bajar del escenario!. En Junio contaremos con las clases de 'creaci�n del personaje'.    Fecha y hora de celebraci�n:  jueves de junio de 18:30 a 19:30 horas.   Periodo de inscripci�n:  inscripciones hasta cubrir plazas.    Plazas: 15 plazas. Plazas disponibles.    Para inscribirte:    e-mail:    actividadescarabanchel@gmail.com     tel�fono: 914 006 417  Horario de informaci�n: mi�rcoles y jueves de 12:30 a 14 horas y lunes a viernes de 16:30 a 20:30 horas",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5c8f5237f158e510VgnVCM1000001d4a900aRCRD,Actividades en el centro juvenil 'Carabanchel Alto'. Junio 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ecfc541470edc310VgnVCM2000000c205a0aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2565d2d6fe9a6110VgnVCM1000000b205a0aRCRD,Centro Juvenil Carabanchel Alto,435861,4468746,40.4481063619572,-3.67623096200974,CHAMARTIN,/contenido/actividades/CursosTalleres,/usuario/Jovenes
10720760,Teatro BTS,547,1,0,,2018-06-17 00:00:00.0,2018-06-17 23:59:00.0,18:00,"Obra de teatro musical que invita a navegar a lo largo de la historia exponiendo stuaciones como la humillaci�n, el maltrato, la lucha por lo justo, la minor�a frente a la mayor�a, la b�squeda de soluciones, la miseria.    Fecha y hora de celebraci�n:  s�bado 17 de junio a las 18 horas   Periodo de inscripci�n:  sin inscripci�n previa    Plazas:  hasta completar aforo.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9cdc009bce0b3610VgnVCM2000001f4a900aRCRD,Actividades en el centro juvenil 'El sitio de mi recreo (Villa de Vallecas). Junio 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b53097ff7fcec310VgnVCM1000000b205a0aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9bd738d60b41c010VgnVCM2000000c205a0aRCRD,Centro Juvenil El Sitio de mi Recreo (Villa de Vallecas),447634,4470066,40.46498334634,-3.65056826658469,HORTALEZA,/contenido/actividades/TeatroPerformance,/usuario/Jovenes
10662763,Teatro en ingl�s para j�venes,548,1,1,V,2018-05-18 00:00:00.0,2019-03-15 23:59:00.0,17:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d2d3418738342610VgnVCM1000001d4a900aRCRD,Teatro en ingl�s para j�venes,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f0b3418738342610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ec750a2153ef9210VgnVCM2000000c205a0aRCRD,Biblioteca P�blica Municipal �ngel Gonz�lez (Latina),434954,4472113,40.3851318303815,-3.7619115565339,LATINA,/contenido/actividades/TeatroPerformance,
10731514,Teatro en la calle Infantil Latina,549,1,1,D,2018-07-01 00:00:00.0,2018-07-29 23:59:00.0,20:00,"Las tardes de domingo m�s divertidas para los m�s peques de la casa en los barrios de nuestro distrito durante todo el mes de julio.  Programa:  1 julio: Una aventura sonora con Fausto Ansaldi . Templete Plaza Huarte de San Juan. (mayores 4 a�os)  8 julio: Cuentos Wiki triki. Compa�a Anymathor. Plaza del Distrito Latina. (mayores 3 a�os)  15 julio: Mira c�mo suena. Compa��a Yeyo Guerrero. C/ Fray Jos� de Cerdeiri�a frente a Colegio P�blico Ciudad de Badajoz. Parque Europa) Mayores de 3 a�os.  22 julio: Reciclando cuentos. Compa��a Kamaru. Paseo Lanceros, junto a Iglesia Santa M� Dehesa. Dehesa del Pr�ncipe) Mayores de 3 a�os.  29 julio: Amor indio. Compa�a T�teres con Cabeza. Rosaleda del Parque de la Cu�a Verde (C/ Alhambra esq. C/ Concejal Francisco Jos� Jim�nez Mart�n) Mayores de 4 a�os.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=13485b1353ef3610VgnVCM2000001f4a900aRCRD,Veranos Latina 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f0b63eb01edf3610VgnVCM2000001f4a900aRCRD,,,,,40.4020727986286,-3.6955325387824,ARGANZUELA,/contenido/actividades/TeatroPerformance,/usuario/Ni�os
10719313,Teatro-cuento infantil: Los viajes de Ch�o,550,1,0,,2018-06-24 00:00:00.0,2018-06-24 23:59:00.0,18:00,"Edad recomendada: de 4 a 10 a�os.   Ch�o es una viajera, una coleccionista de historias... Un d�a se levant� muy temprano y comenz� a viajar en su peque�o avi�n. Y descubri� que no s�lo pod�a viajar por el mundo, sino tambi�n a trav�s del tiempo.   Hoy viene para compartir con los ni�os y ni�as sus aventuras, personajes y an�cdotas, recopilados durante sus alucinantes viajes.   A cargo de Roc�o San Jos�.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cc4b928038ba3610VgnVCM1000001d4a900aRCRD,Actividades infantiles en el Centro Cultural Nicol�s Salmer�n,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7e7d88c37d2ce510VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Nicol�s Salmer�n (Chamart�n),442656,4477714,40.3997646776371,-3.77514491795053,LATINA,/contenido/actividades/TeatroPerformance,/usuario/Ni�os
10715979,Teatro. Alumnos de Teatro del Centro Cultural.,551,1,0,,2018-06-22 00:00:00.0,2018-06-22 23:59:00.0,19:00,"VENITATE RERUM   Poema l�rico-dram�tico a la manera de Brecht, original de Luis Bodel�n.    SANTAMAR�A DE IQUIQUE   Memoria �pico-dram�tica sobre los sucesos de 1907 en Chile, seg�n el libreto original de Luis Advis.    LA TERRAZA   Alegor�a dram�tica sobre la divisi�n entre consciente e inconsciente, original de Luis Bodel�n.    LO ID�NTICO A S� MISMO: EL PROBLEMA DE ESPA�A?   Alegor�a dram�tica basada en textos de Miguel de Unamuno, Ram�n de Valle-Incl�n, Antonio Machado, Ortega y Gasset, Luis Cernuda, Miguel Hern�ndez, Rafael Alberti, y Gabriel Celaya, entre otros. Adaptaci�n dram�tica de Luis Bodel�n.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f5f5244155693610VgnVCM2000001f4a900aRCRD,Teatro en el Centro Cultural Federico Chueca,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=68f4244155693610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=90573d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Federico Chueca (Hortaleza),444847,4479572,40.4481063619572,-3.67623096200974,CHAMARTIN,/contenido/actividades/Musica/DjsElectronicaExperimental,
10721390,Teatro. Las Peladas (soledad de ausencia),552,1,0,,2018-06-29 00:00:00.0,2018-06-29 23:59:00.0,19:00,"Las ansiadas producciones presentan la obra, Las Peladas (soledad de ausencia), de David Roldan-Oru.  Las peladas es un viaje de ida y vuelta entre dos mundos paralelos separados en el tiempo y unidos en la memoria. Es una mirada tierna a la vejez y lo que trae cogidito de la mano cuando llega y no se la ve venir.  Las peladas son mi abuela y su omnipresencia en casa en silencio, siempre inm�vil, siempre de luto?y siempre en soledad. Son Espa�a, mi Padre, Antonio Mach�n, Buero Vallejo, Valle Incl�n y Micomic�n. �Qu� hace de un pueblo su identidad?",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cfed2c0d915b3610VgnVCM2000001f4a900aRCRD,Programa de actividades en el Auditorio Paco de Luc�a (Latina),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c43204688d983510VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6089ba61e681c010VgnVCM1000000b205a0aRCRD,Auditorio y sala de exposiciones Paco de Luc�a,435440,4470991,40.3851318303815,-3.7619115565339,LATINA,/contenido/actividades/Musica/DjsElectronicaExperimental,
10724573,Teatro. Skechestonic,553,1,0,,2018-06-20 00:00:00.0,2018-06-20 23:59:00.0,20:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=08e7e7b7eeec3610VgnVCM2000001f4a900aRCRD,Fin de curso de los alumnos de los talleres del Centro Cultural Dotacional Integrado Arganzuela,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5f66e7b7eeec3610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f9ea79262ef5d010VgnVCM1000000b205a0aRCRD,Centro Cultural Dotacional Integrado Arganzuela,440979,4472617,40.3828189994873,-3.60614006204445,VILLA DE VALLECAS,/contenido/actividades/Musica/DjsElectronicaExperimental,
10721460,Teatro. �A qui�n le importa?,554,1,0,,2018-06-29 00:00:00.0,2018-06-29 23:59:00.0,19:00,"Representaci�n teatral a cargo de los alumnos del Taller de Teatro del CC Sara Montiel, con la obra, �A qui�n le importa?, de Cristian Cabanas.   Profesora Sara Monge.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ab632c0d915b3610VgnVCM2000001f4a900aRCRD,Programa de actividades en el Centro Cultural Sara Montiel (Latina),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fd49b87374893510VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c957cbf06c81c010VgnVCM1000000b205a0aRCRD,Centro Cultural Sara Montiel (Latina),434222,4472418,40.3955293121433,-3.75626674643732,LATINA,/contenido/actividades/Musica,
10705730,"Tendr� que haber un camino, con Sole� Morente y Luis Garc�a Montero en Chamart�n",555,1,0,,2018-06-21 00:00:00.0,2018-06-21 23:59:00.0,19:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b263075762a43610VgnVCM1000001d4a900aRCRD,"Tendr� que haber un camino, con Sole� Morente y Luis Garc�a Montero en Chamart�n",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ed63075762a43610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Nicol�s Salmer�n (Chamart�n),442656,4477714,40.4606228353796,-3.59368776573359,BARAJAS,/contenido/actividades/Musica/JazzSoulFunkySwingReagge,
10705736,"Tendr� que haber un camino, con Sole� Morente y Luis Garc�a Montero en Latina",556,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,19:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ad93075762a43610VgnVCM1000001d4a900aRCRD,"Tendr� que haber un camino, con Sole� Morente y Luis Garc�a Montero en Latina",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e8a3075762a43610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6089ba61e681c010VgnVCM1000000b205a0aRCRD,Auditorio y sala de exposiciones Paco de Luc�a,435440,4470991,40.4484289257626,-3.59809698881874,SAN BLAS-CANILLEJAS,/contenido/actividades/CuentacuentosTiteresMarionetas,
10705733,"Tendr� que haber un camino, con Sole� Morente y Luis Garc�a Montero en Villa de Vallecas",557,1,0,,2018-06-22 00:00:00.0,2018-06-22 23:59:00.0,19:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ee73075762a43610VgnVCM1000001d4a900aRCRD,"Tendr� que haber un camino, con Sole� Morente y Luis Garc�a Montero en Villa de Vallecas",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a483075762a43610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9d8c1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Zazuar (Villa de Vallecas),448550,4470424,,,,/contenido/actividades/CineActividadesAudiovisuales/CineFiccion,
10721638,The Bang,558,1,0,,2018-06-29 00:00:00.0,2018-06-29 23:59:00.0,19:00,"Grupo  de grandes m�sicos de la escena nacional, versionando cl�sicos de pop/rock tanto en espa�ol como en ingl�s.   Pablo Galiano (voz principal y guitarra ac�stica/el�ctrica), Joe Eceiza (guitarra el�ctrica y coros), Dani ?Patillas? (bajo el�ctrico y coros) y Nacho Labrador (bater�a).",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c0764b55d65b3610VgnVCM2000001f4a900aRCRD,Programa de actividades en el Centro Cultural Fernando de los R�os (Latina),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=36e6d0843f893510VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3d973d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Fernando de los R�os (Latina),435819,4471933,40.3825793440068,-3.60545461391774,VILLA DE VALLECAS,,
10718762,The Rollin Stomp,559,0,0,,2018-06-29 00:00:00.0,2018-06-29 23:59:00.0,21:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f1a64e18217a3610VgnVCM2000001f4a900aRCRD,Barajas es m�sica,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e6c34e18217a3610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2e5068540e41c010VgnVCM2000000c205a0aRCRD,Centro Cultural Gloria Fuertes (Barajas),449666,4479054,,,,/contenido/actividades/ActividadesDeportivas,
10719282,Tierra y las aventuras del Planeta,560,1,0,,2018-06-17 00:00:00.0,2018-06-17 23:59:00.0,12:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=407a403dc7ba3610VgnVCM2000001f4a900aRCRD,Tierra y las aventuras del Planeta,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7859403dc7ba3610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=07f63190712b1110VgnVCM1000000b205a0aRCRD,Centro Cultural Ciudad Pegaso (San Blas - Canillejas),449282,4477702,40.3433338249417,-3.69094919436844,VILLAVERDE,/contenido/actividades/ActividadesCalleArteUrbano,/usuario/Ni�os
10732278,Todos queremos algo,561,1,0,,2018-07-27 00:00:00.0,2018-07-27 23:59:00.0,22:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9eb2eca2d0304610VgnVCM1000001d4a900aRCRD,Todos queremos algo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f862eca2d0304610VgnVCM1000001d4a900aRCRD,,,,,40.4481063619572,-3.67623096200974,CHAMARTIN,/contenido/actividades/Exposiciones,
10490024,Torneo boccia,562,1,0,,2018-06-24 00:00:00.0,2018-06-24 23:59:00.0,18:00,"Boccia es un deporte adaptado, similar a la petanca. Celebraremos el I Torneo de esta modalidad deportiva en la terraza del Centro Juvenil. No puedes perd�rtelo.    Fecha y hora de celebraci�n:  domingo 24 y lunes 25 de junio a las 18 horas   Periodo de inscripci�n:  abierto hasta completar plazas.   Plazas:  ?hasta completar aforo.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e86b92132359e510VgnVCM2000001f4a900aRCRD,Actividades en el centro juvenil 'El Aleph' (Villa de Vallecas). Junio 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ec8493a40bfd1410VgnVCM1000000b205a0aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=84869475d381c010VgnVCM1000000b205a0aRCRD,Centro Juvenil El Aleph (Villa de Vallecas),448609,4470397,40.3792345697773,-3.6617940848664,PUENTE DE VALLECAS,/contenido/actividades/TeatroPerformance,/usuario/Jovenes
10731190,Torneo de Ajedrez Asociaci�n Amigos del Retiro 2018,563,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,17:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=87cd9b84a2df3610VgnVCM1000001d4a900aRCRD,Torneo de Ajedrez Asociaci�n Amigos del Retiro 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=63cc9b84a2df3610VgnVCM1000001d4a900aRCRD,,,,,40.3795657076859,-3.69142524046829,USERA,/contenido/actividades/CineActividadesAudiovisuales,
10715897,"Tortuga roja (2016. Francia) / Yo, Daniel Blake (2016. Reino Unido)",564,1,0,,2018-07-13 00:00:00.0,2018-07-13 23:59:00.0,21:45,"La tortuga roja , de Michel Dudok de Wit. Jap�n-Francia 2016. 8�.   Apta para todos los p�blicos.   Animaci�n / Aventuras.       Premio Especial del Jurado en el Festival de Cannes 2016.   Premios �scar 2017: Candidata a la mejor pel�cula de animaci�n.     Historia de un n�ufrago en una isla tropical desierta, poblada de tortugas, cangrejos y aves. La pel�cula cuenta las grandes etapas de la vida de un ser humano. Una coproducci�n de varias productoras francesas y el prestigioso Estudio Ghibli de Jap�n.       Yo Daniel Blake , de Ken Loach. Con Dave Johns, Hayley Squires, Briana Shann. Reino Unido 2016. 100�.   No recomendada para menores de 12 a�os.  Drama / La inasistencia social.     Festival de Cannes 2016: Palma de Oro.     Daniel Blake, trabajador que bordea los sesenta a�os, se ve obligado a acudir a la asistencia social por problemas de salud. La administraci�n le obliga a buscar un trabajo si no desea recibir sanci�n. En la oficina de empleo, se cruza con Katie, una madre  soltera con dos ni�os?.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d501244155693610VgnVCM2000001f4a900aRCRD,Cine de verano. Villaverde 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=099b23eb8e193610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f56402882e68e410VgnVCM2000000c205a0aRCRD,Plaza de Los Pinazo,441426,4466302,40.4190117674011,-3.69220611167966,RETIRO,/contenido/actividades/ProgramacionDestacadaAgendaCultura,
